payment_id,account_id,due_date,payment_date,amount_due,amount_paid
P00056083,A002839,2025-02-15,2025-02-15,353.72,361.94
P00056084,A002839,2025-03-15,2025-03-10,177.76,178.43
P00056085,A002839,2025-04-15,2025-04-13,290.96,302.41
P00056086,A002839,2025-05-15,2025-05-14,411.42,405.14
P00056087,A002839,2025-06-15,2025-06-29,303.97,315.22
P00056088,A002839,2025-07-15,2025-07-15,331.44,331.99
P00056089,A002839,2025-08-15,2025-08-10,176.81,174.99
P00056090,A002839,2025-09-15,2025-09-13,137.94,144.21
P00056091,A002839,2025-10-15,2025-10-13,230.44,226.82
P00056092,A002839,2025-11-15,2025-11-14,439.17,438.52
P00056093,A002839,2025-12-15,2025-12-13,299.23,293.36
P00056094,A002840,2024-01-15,2024-01-13,50.0,49.94
P00056095,A002840,2024-02-15,2024-02-14,50.0,52.49
P00056096,A002840,2024-03-15,2024-03-13,50.0,50.04
P00056097,A002840,2024-04-15,2024-04-15,50.0,50.52
P00056098,A002840,2024-05-15,2024-05-12,52.79,53.55
P00056099,A002840,2024-06-15,2024-06-13,50.0,49.36
P00056100,A002840,2024-07-15,2024-07-11,50.0,49.94
P00056101,A002840,2024-08-15,2024-08-15,50.0,49.58
P00056102,A002840,2024-09-15,2024-09-13,54.73,54.19
P00056103,A002840,2024-10-15,2024-10-12,50.0,52.26
P00056104,A002840,2024-11-15,2024-11-10,50.0,49.54
P00056105,A002840,2024-12-15,2024-12-14,50.0,51.49
P00056106,A002840,2025-01-15,2025-01-14,50.0,50.99
P00056107,A002840,2025-02-15,2025-02-15,50.0,51.5
P00056108,A002840,2025-03-15,2025-03-12,54.28,56.19
P00056109,A002840,2025-04-15,2025-04-10,51.44,53.95
P00056110,A002840,2025-05-15,2025-05-14,50.0,52.35
P00056111,A002840,2025-06-15,2025-06-15,52.26,51.69
P00056112,A002840,2025-07-15,2025-07-14,51.14,50.96
P00056113,A002840,2025-08-15,2025-08-15,55.42,54.72
P00056114,A002840,2025-09-15,2025-09-11,50.0,15.44
P00056115,A002840,2025-10-15,2025-10-14,50.0,51.96
P00056116,A002840,2025-11-15,2025-11-10,53.4,55.17
P00056117,A002840,2025-12-15,2025-12-10,50.0,50.24
P00056118,A002841,2024-01-15,2024-01-12,177.26,177.84
P00056119,A002841,2024-02-15,2024-02-10,132.78,130.53
P00056120,A002841,2024-03-15,2024-03-14,78.84,82.51
P00056121,A002841,2024-04-15,2024-04-15,125.88,130.11
P00056122,A002841,2024-05-15,2024-05-13,163.52,161.46
P00056123,A002841,2024-06-15,2024-07-07,72.66,72.83
P00056124,A002841,2024-07-15,2024-07-11,111.87,111.27
P00056125,A002841,2024-08-15,2024-08-11,60.76,62.49
P00056126,A002841,2024-09-15,2024-10-16,144.96,143.65
P00056127,A002841,2024-10-15,2024-10-12,110.43,109.78
P00056128,A002841,2024-11-15,2024-11-15,121.33,122.99
P00056129,A002841,2024-12-15,2024-12-13,127.03,126.35
P00056130,A002841,2025-01-15,2025-01-13,186.25,192.17
P00056131,A002841,2025-02-15,2025-02-15,171.81,172.64
P00056132,A002841,2025-03-15,2025-03-10,69.94,73.06
P00056133,A002841,2025-04-15,2025-04-11,60.46,60.03
P00056134,A002841,2025-05-15,2025-05-14,57.93,57.29
P00056135,A002841,2025-06-15,2025-06-13,117.88,117.83
P00056136,A002841,2025-07-15,2025-07-15,105.14,37.93
P00056137,A002841,2025-08-15,2025-08-11,87.42,91.63
P00056138,A002841,2025-09-15,2025-09-12,142.4,144.31
P00056139,A002841,2025-10-15,2025-10-15,141.0,144.63
P00056140,A002841,2025-11-15,2025-11-10,50.0,51.44
P00056141,A002841,2025-12-15,2025-12-10,113.96,95.13
P00056142,A002842,2024-01-15,2024-01-15,50.0,50.3
P00056143,A002842,2024-02-15,2024-02-15,50.0,51.29
P00056144,A002842,2024-03-15,2024-03-12,50.0,52.41
P00056145,A002842,2024-04-15,2024-04-25,50.0,52.26
P00056146,A002842,2024-05-15,2024-05-13,50.0,51.33
P00056147,A002842,2024-06-15,2024-07-02,50.0,38.16
P00056148,A002842,2024-07-15,2024-07-15,50.0,50.74
P00056149,A002842,2024-08-15,2024-08-12,50.0,50.24
P00056150,A002842,2024-09-15,2024-09-14,50.0,50.78
P00056151,A002842,2024-10-15,2024-10-15,50.0,51.24
P00056152,A002842,2024-11-15,2024-11-15,50.0,49.39
P00056153,A002842,2024-12-15,2024-12-13,50.0,49.8
P00056154,A002842,2025-01-15,2025-01-15,50.0,50.02
P00056155,A002842,2025-02-15,2025-02-10,50.0,49.73
P00056156,A002842,2025-03-15,2025-03-13,50.0,50.56
P00056157,A002842,2025-04-15,2025-04-14,50.0,52.12
P00056158,A002842,2025-05-15,2025-05-15,50.0,49.85
P00056159,A002842,2025-06-15,2025-06-14,50.0,49.81
P00056160,A002842,2025-07-15,2025-07-14,50.0,51.44
P00056161,A002842,2025-08-15,2025-09-06,50.0,49.15
P00056162,A002842,2025-09-15,2025-09-10,50.0,49.07
P00056163,A002842,2025-10-15,2025-10-14,50.0,49.59
P00056164,A002842,2025-11-15,2025-11-10,50.0,49.17
P00056165,A002842,2025-12-15,2025-12-13,50.0,49.65
P00056166,A002843,2025-01-15,2025-01-11,692.19,697.66
P00056167,A002843,2025-02-15,2025-02-12,758.71,475.11
P00056168,A002843,2025-03-15,2025-03-10,496.17,494.9
P00056169,A002843,2025-04-15,2025-04-12,519.82,540.42
P00056170,A002843,2025-05-15,2025-05-10,780.46,786.88
P00056171,A002843,2025-06-15,2025-06-11,248.49,252.33
P00056172,A002843,2025-07-15,2025-07-10,622.25,616.55
P00056173,A002843,2025-08-15,2025-08-14,721.9,721.77
P00056174,A002843,2025-09-15,2025-09-15,440.18,449.05
P00056175,A002843,2025-10-15,2025-11-09,358.21,351.47
P00056176,A002843,2025-11-15,2025-11-10,605.09,601.34
P00056177,A002843,2025-12-15,2025-12-10,429.69,448.57
P00056178,A002844,2024-02-15,2024-02-14,640.03,657.32
P00056179,A002844,2024-03-15,2024-03-15,875.0,899.4
P00056180,A002844,2024-04-15,2024-04-13,874.89,891.35
P00056181,A002844,2024-05-15,2024-05-14,670.19,659.92
P00056182,A002844,2024-06-15,2024-06-11,905.41,891.53
P00056183,A002844,2024-07-15,2024-07-10,596.69,623.04
P00056184,A002844,2024-08-15,2024-08-29,795.25,783.99
P00056185,A002844,2024-09-15,2024-09-12,784.9,811.31
P00056186,A002844,2024-10-15,2024-10-10,354.25,368.46
P00056187,A002844,2024-11-15,2024-11-12,280.01,284.89
P00056188,A002844,2024-12-15,2024-12-11,501.1,503.22
P00056189,A002844,2025-01-15,2025-01-15,370.82,364.64
P00056190,A002844,2025-02-15,2025-02-15,814.19,827.19
P00056191,A002844,2025-03-15,2025-04-28,689.91,470.37
P00056192,A002844,2025-04-15,2025-04-14,496.02,502.07
P00056193,A002844,2025-05-15,2025-05-11,482.47,506.38
P00056194,A002844,2025-06-15,2025-06-10,916.38,957.07
P00056195,A002844,2025-07-15,2025-07-13,891.35,908.83
P00056196,A002844,2025-08-15,2025-08-10,370.76,368.07
P00056197,A002844,2025-09-15,2025-09-10,350.42,346.84
P00056198,A002844,2025-10-15,2025-10-14,724.76,745.84
P00056199,A002844,2025-11-15,2025-11-14,347.74,344.45
P00056200,A002844,2025-12-15,2025-12-11,656.57,649.96
P00056201,A002845,2024-08-15,2024-08-15,193.26,198.29
P00056202,A002845,2024-09-15,2024-09-13,123.9,124.96
P00056203,A002845,2024-10-15,2024-10-10,288.92,294.66
P00056204,A002845,2024-11-15,2024-12-23,95.51,54.26
P00056205,A002845,2024-12-15,2024-12-14,276.65,280.81
P00056206,A002845,2025-01-15,2025-01-13,97.66,99.84
P00056207,A002845,2025-02-15,2025-02-15,189.45,198.48
P00056208,A002845,2025-03-15,2025-03-13,248.89,257.52
P00056209,A002845,2025-04-15,2025-05-29,85.28,85.2
P00056210,A002845,2025-05-15,2025-05-13,152.7,149.93
P00056211,A002845,2025-06-15,2025-06-12,165.43,166.0
P00056212,A002845,2025-07-15,2025-07-12,171.14,179.29
P00056213,A002845,2025-08-15,2025-09-15,120.72,122.21
P00056214,A002845,2025-09-15,2025-09-11,97.98,96.3
P00056215,A002845,2025-10-15,2025-10-14,261.68,127.81
P00056216,A002845,2025-11-15,2025-11-11,198.19,206.95
P00056217,A002845,2025-12-15,2025-12-12,86.98,90.64
P00056218,A002846,2024-01-15,2024-01-14,61.7,63.58
P00056219,A002846,2024-02-15,2024-02-12,113.54,112.23
P00056220,A002846,2024-03-15,2024-03-12,69.18,70.8
P00056221,A002846,2024-04-15,2024-04-11,151.08,43.51
P00056222,A002846,2024-05-15,2024-05-14,113.6,115.05
P00056223,A002846,2024-06-15,2024-06-11,189.87,189.37
P00056224,A002846,2024-07-15,2024-07-11,202.73,199.71
P00056225,A002846,2024-08-15,2024-08-16,87.74,87.03
P00056226,A002846,2024-09-15,2024-09-14,101.08,102.62
P00056227,A002846,2024-10-15,2024-10-15,77.59,76.99
P00056228,A002846,2024-11-15,2024-12-06,108.08,109.44
P00056229,A002846,2024-12-15,2024-12-15,128.26,129.91
P00056230,A002846,2025-01-15,2025-01-13,162.39,161.52
P00056231,A002846,2025-02-15,2025-02-15,115.34,117.58
P00056232,A002846,2025-03-15,2025-04-24,201.15,207.74
P00056233,A002846,2025-04-15,2025-04-29,75.38,78.24
P00056234,A002846,2025-05-15,2025-05-14,68.6,67.56
P00056235,A002846,2025-06-15,2025-06-13,197.45,202.97
P00056236,A002846,2025-07-15,2025-07-13,54.98,38.89
P00056237,A002846,2025-08-15,2025-08-10,140.89,144.27
P00056238,A002846,2025-09-15,2025-09-14,72.38,70.95
P00056239,A002846,2025-10-15,2025-10-11,73.85,72.75
P00056240,A002846,2025-11-15,2025-11-13,143.93,147.21
P00056241,A002846,2025-12-15,2025-12-11,151.52,156.59
P00056242,A002847,2024-01-15,2024-01-10,50.0,52.04
P00056243,A002847,2024-02-15,2024-02-11,50.0,50.02
P00056244,A002847,2024-03-15,2024-03-15,50.0,51.89
P00056245,A002847,2024-04-15,2024-04-14,50.0,49.97
P00056246,A002847,2024-05-15,2024-05-14,50.0,49.7
P00056247,A002847,2024-06-15,2024-06-14,50.0,49.13
P00056248,A002847,2024-07-15,2024-07-14,50.0,50.71
P00056249,A002847,2024-08-15,2024-08-10,50.0,49.72
P00056250,A002847,2024-09-15,2024-09-11,61.6,63.01
P00056251,A002847,2024-10-15,2024-11-24,68.22,42.7
P00056252,A002847,2024-11-15,2024-11-12,58.91,59.17
P00056253,A002847,2024-12-15,2025-01-08,53.06,53.7
P00056254,A002847,2025-01-15,2025-01-15,66.13,65.45
P00056255,A002847,2025-02-15,2025-02-11,50.0,49.03
P00056256,A002847,2025-03-15,2025-03-14,62.01,61.86
P00056257,A002847,2025-04-15,2025-04-12,50.0,24.43
P00056258,A002847,2025-05-15,2025-05-12,50.0,18.33
P00056259,A002847,2025-06-15,2025-06-14,58.78,58.16
P00056260,A002847,2025-07-15,2025-07-11,63.54,64.45
P00056261,A002847,2025-08-15,2025-08-11,73.58,76.67
P00056262,A002847,2025-09-15,2025-09-15,50.0,51.91
P00056263,A002847,2025-10-15,2025-10-13,68.08,67.87
P00056264,A002847,2025-11-15,2025-11-15,50.0,51.98
P00056265,A002847,2025-12-15,2025-12-13,50.0,50.3
P00056266,A002848,2024-01-15,2024-01-14,116.73,121.57
P00056267,A002848,2024-02-15,2024-02-12,66.36,65.17
P00056268,A002848,2024-03-15,2024-03-15,67.98,67.83
P00056269,A002848,2024-04-15,2024-04-15,50.0,52.28
P00056270,A002848,2024-05-15,2024-05-14,102.11,105.39
P00056271,A002848,2024-06-15,2024-06-11,118.35,117.4
P00056272,A002848,2024-07-15,2024-07-10,101.91,101.33
P00056273,A002848,2024-08-15,2024-08-12,97.03,101.84
P00056274,A002848,2024-09-15,2024-09-12,50.0,49.14
P00056275,A002848,2024-10-15,2024-10-11,76.16,79.91
P00056276,A002848,2024-11-15,2024-11-14,50.0,49.9
P00056277,A002848,2024-12-15,2024-12-13,52.01,53.91
P00056278,A002848,2025-01-15,2025-01-14,51.66,54.06
P00056279,A002848,2025-02-15,2025-03-10,50.0,10.16
P00056280,A002848,2025-03-15,2025-03-13,109.26,113.87
P00056281,A002848,2025-04-15,2025-04-12,106.82,110.56
P00056282,A002848,2025-05-15,2025-05-10,109.09,108.32
P00056283,A002848,2025-06-15,2025-06-15,61.37,62.0
P00056284,A002848,2025-07-15,2025-07-12,113.42,114.62
P00056285,A002848,2025-08-15,2025-08-10,50.0,50.51
P00056286,A002848,2025-09-15,2025-09-11,50.0,50.75
P00056287,A002848,2025-10-15,2025-10-12,89.12,92.81
P00056288,A002848,2025-11-15,2025-11-13,86.72,89.57
P00056289,A002848,2025-12-15,2025-12-12,61.9,64.51
P00056290,A002849,2024-01-15,2024-01-15,694.17,716.07
P00056291,A002849,2024-02-15,2024-02-10,648.85,675.06
P00056292,A002849,2024-03-15,2024-03-15,792.59,500.06
P00056293,A002849,2024-04-15,2024-04-15,570.86,591.66
P00056294,A002849,2024-05-15,2024-05-10,558.24,568.27
P00056295,A002849,2024-06-15,2024-06-12,246.44,244.98
P00056296,A002849,2024-07-15,2024-08-12,634.91,656.55
P00056297,A002849,2024-08-15,2024-09-07,673.74,686.93
P00056298,A002849,2024-09-15,2024-09-10,227.12,223.53
P00056299,A002849,2024-10-15,2024-10-11,816.28,841.98
P00056300,A002849,2024-11-15,2024-11-13,259.61,270.14
P00056301,A002849,2024-12-15,2024-12-15,823.04,646.7
P00056302,A002849,2025-01-15,2025-01-14,422.26,430.49
P00056303,A002849,2025-02-15,2025-03-01,566.98,564.45
P00056304,A002849,2025-03-15,2025-03-15,342.74,340.65
P00056305,A002849,2025-04-15,2025-04-15,631.92,663.0
P00056306,A002849,2025-05-15,2025-05-15,233.31,231.9
P00056307,A002849,2025-06-15,2025-06-13,636.88,643.16
P00056308,A002849,2025-07-15,2025-07-22,215.25,218.22
P00056309,A002849,2025-08-15,2025-08-13,455.25,466.15
P00056310,A002849,2025-09-15,2025-09-11,362.12,91.3
P00056311,A002849,2025-10-15,2025-10-13,325.78,337.47
P00056312,A002849,2025-11-15,2025-11-10,700.74,732.78
P00056313,A002849,2025-12-15,2025-12-15,370.74,207.28
P00056314,A002850,2024-01-15,2024-01-13,853.65,860.76
P00056315,A002850,2024-02-15,2024-02-15,542.56,569.18
P00056316,A002850,2024-03-15,2024-03-12,991.0,995.48
P00056317,A002850,2024-04-15,2024-04-10,970.51,326.68
P00056318,A002850,2024-05-15,2024-05-14,684.32,703.25
P00056319,A002850,2024-06-15,2024-06-11,424.58,429.87
P00056320,A002850,2024-07-15,2024-07-10,673.72,691.75
P00056321,A002850,2024-08-15,2024-08-14,569.45,581.27
P00056322,A002850,2024-09-15,2024-09-14,818.16,845.22
P00056323,A002850,2024-10-15,2024-10-12,455.96,473.5
P00056324,A002850,2024-11-15,2024-11-15,482.0,504.48
P00056325,A002850,2024-12-15,2025-01-22,953.93,967.86
P00056326,A002850,2025-01-15,2025-01-11,270.28,269.42
P00056327,A002850,2025-02-15,2025-02-14,986.06,1034.26
P00056328,A002850,2025-03-15,2025-03-14,829.13,851.48
P00056329,A002850,2025-04-15,2025-04-10,714.76,723.19
P00056330,A002850,2025-05-15,2025-05-10,829.13,860.36
P00056331,A002850,2025-06-15,2025-06-11,929.03,969.03
P00056332,A002850,2025-07-15,2025-07-11,971.24,993.51
P00056333,A002850,2025-08-15,2025-08-14,702.6,711.54
P00056334,A002850,2025-09-15,2025-09-12,877.35,895.56
P00056335,A002850,2025-10-15,2025-10-12,1016.45,1019.0
P00056336,A002850,2025-11-15,2025-11-11,686.94,706.75
P00056337,A002850,2025-12-15,2026-01-16,333.1,326.81
P00056338,A002851,2024-07-15,2024-07-15,562.15,575.26
P00056339,A002851,2024-08-15,2024-08-15,649.9,650.62
P00056340,A002851,2024-09-15,2024-09-15,548.01,542.14
P00056341,A002851,2024-10-15,2024-10-13,390.14,390.04
P00056342,A002851,2024-11-15,2024-11-13,574.84,581.84
P00056343,A002851,2024-12-15,2024-12-13,621.78,617.63
P00056344,A002851,2025-01-15,2025-01-12,568.05,563.4
P00056345,A002851,2025-02-15,2025-02-13,209.87,210.23
P00056346,A002851,2025-03-15,2025-03-12,519.18,406.48
P00056347,A002851,2025-04-15,2025-04-12,213.11,219.64
P00056348,A002851,2025-05-15,2025-05-14,515.25,527.55
P00056349,A002851,2025-06-15,2025-06-13,645.98,330.38
P00056350,A002851,2025-07-15,2025-07-12,522.0,514.18
P00056351,A002851,2025-08-15,2025-08-13,329.7,334.26
P00056352,A002851,2025-09-15,2025-09-10,498.44,488.84
P00056353,A002851,2025-10-15,2025-10-15,210.59,214.34
P00056354,A002851,2025-11-15,2025-11-12,323.24,327.49
P00056355,A002851,2025-12-15,2025-12-11,336.42,337.59
P00056356,A002852,2025-01-15,2025-01-10,258.32,261.72
P00056357,A002852,2025-02-15,2025-02-14,118.4,121.46
P00056358,A002852,2025-03-15,2025-03-15,97.92,96.21
P00056359,A002852,2025-04-15,2025-04-11,269.57,270.02
P00056360,A002852,2025-05-15,2025-05-14,194.68,195.76
P00056361,A002852,2025-06-15,2025-06-13,231.72,239.03
P00056362,A002852,2025-07-15,2025-07-14,212.36,219.47
P00056363,A002852,2025-08-15,2025-08-12,245.83,252.98
P00056364,A002852,2025-09-15,2025-09-14,212.55,213.55
P00056365,A002852,2025-10-15,2025-10-13,200.87,204.96
P00056366,A002852,2025-11-15,2025-11-15,191.96,145.84
P00056367,A002852,2025-12-15,2025-12-12,180.51,187.68
P00056368,A002853,2024-01-15,2024-01-12,101.84,101.51
P00056369,A002853,2024-02-15,2024-02-15,144.37,150.36
P00056370,A002853,2024-03-15,2024-03-12,132.94,130.59
P00056371,A002853,2024-04-15,2024-04-14,161.76,160.96
P00056372,A002853,2024-05-15,2024-05-15,74.14,74.37
P00056373,A002853,2024-06-15,2024-06-14,115.35,115.03
P00056374,A002853,2024-07-15,2024-07-15,207.29,203.73
P00056375,A002853,2024-08-15,2024-08-14,175.7,63.29
P00056376,A002853,2024-09-15,2024-09-11,185.51,191.71
P00056377,A002853,2024-10-15,2024-10-15,150.12,147.42
P00056378,A002853,2024-11-15,2024-11-14,156.74,164.52
P00056379,A002853,2024-12-15,2024-12-10,87.24,88.98
P00056380,A002853,2025-01-15,2025-01-15,187.87,195.55
P00056381,A002853,2025-02-15,2025-02-13,205.61,204.18
P00056382,A002853,2025-03-15,2025-03-14,225.74,199.07
P00056383,A002853,2025-04-15,2025-04-11,159.77,160.61
P00056384,A002853,2025-05-15,2025-05-11,159.59,159.56
P00056385,A002853,2025-06-15,2025-06-15,91.07,91.12
P00056386,A002853,2025-07-15,2025-07-12,254.21,84.01
P00056387,A002853,2025-08-15,2025-08-11,154.36,151.49
P00056388,A002853,2025-09-15,2025-09-14,121.43,121.05
P00056389,A002853,2025-10-15,2025-10-13,262.7,271.65
P00056390,A002853,2025-11-15,2025-11-11,136.94,135.3
P00056391,A002853,2025-12-15,2025-12-14,201.42,207.78
P00056392,A002854,2024-07-15,2024-07-14,64.61,66.32
P00056393,A002854,2024-08-15,2024-09-01,56.17,57.98
P00056394,A002854,2024-09-15,2024-09-12,74.53,77.28
P00056395,A002854,2024-10-15,2024-10-12,99.7,102.08
P00056396,A002854,2024-11-15,2024-11-14,71.26,73.03
P00056397,A002854,2024-12-15,2025-01-28,94.08,95.82
P00056398,A002854,2025-01-15,2025-01-10,87.38,71.77
P00056399,A002854,2025-02-15,2025-02-14,50.0,50.19
P00056400,A002854,2025-03-15,2025-04-28,65.14,66.26
P00056401,A002854,2025-04-15,2025-04-10,79.63,79.96
P00056402,A002854,2025-05-15,2025-05-30,77.1,78.72
P00056403,A002854,2025-06-15,2025-06-15,50.0,51.94
P00056404,A002854,2025-07-15,2025-07-12,77.7,77.48
P00056405,A002854,2025-08-15,2025-08-13,65.38,67.82
P00056406,A002854,2025-09-15,2025-09-14,50.0,50.94
P00056407,A002854,2025-10-15,2025-11-09,58.42,58.35
P00056408,A002854,2025-11-15,2025-11-11,77.29,78.32
P00056409,A002854,2025-12-15,2025-12-15,50.0,51.97
P00056410,A002855,2024-01-15,2024-01-15,144.9,145.74
P00056411,A002855,2024-02-15,2024-02-10,149.92,147.22
P00056412,A002855,2024-03-15,2024-03-15,138.21,139.9
P00056413,A002855,2024-04-15,2024-04-15,103.25,104.79
P00056414,A002855,2024-05-15,2024-05-11,59.05,61.87
P00056415,A002855,2024-06-15,2024-06-13,113.92,116.8
P00056416,A002855,2024-07-15,2024-07-10,126.14,131.62
P00056417,A002855,2024-08-15,2024-08-10,58.61,59.62
P00056418,A002855,2024-09-15,2024-09-14,165.4,169.36
P00056419,A002855,2024-10-15,2024-10-13,70.14,68.74
P00056420,A002855,2024-11-15,2024-11-12,108.9,113.64
P00056421,A002855,2024-12-15,2024-12-28,112.74,111.78
P00056422,A002855,2025-01-15,2025-01-14,147.05,149.26
P00056423,A002855,2025-02-15,2025-02-13,73.0,72.67
P00056424,A002855,2025-03-15,2025-04-22,145.18,146.32
P00056425,A002855,2025-04-15,2025-04-10,164.27,162.94
P00056426,A002855,2025-05-15,2025-05-14,72.34,75.94
P00056427,A002855,2025-06-15,2025-06-12,124.03,127.62
P00056428,A002855,2025-07-15,2025-07-14,83.89,82.81
P00056429,A002855,2025-08-15,2025-08-16,108.96,108.74
P00056430,A002855,2025-09-15,2025-10-17,62.85,64.55
P00056431,A002855,2025-10-15,2025-10-10,139.73,138.7
P00056432,A002855,2025-11-15,2025-12-28,55.8,56.56
P00056433,A002855,2025-12-15,2025-12-11,151.75,60.35
P00056434,A002856,2025-03-15,2025-03-10,101.33,100.6
P00056435,A002856,2025-04-15,2025-04-10,50.0,51.3
P00056436,A002856,2025-05-15,2025-05-19,110.79,111.92
P00056437,A002856,2025-06-15,2025-07-21,56.27,57.9
P00056438,A002856,2025-07-15,2025-08-21,66.1,67.33
P00056439,A002856,2025-08-15,2025-08-11,70.9,74.42
P00056440,A002856,2025-09-15,2025-10-08,81.84,84.15
P00056441,A002856,2025-10-15,2025-10-13,78.32,77.01
P00056442,A002856,2025-11-15,2025-11-10,102.25,102.0
P00056443,A002856,2025-12-15,2025-12-11,107.51,105.65
P00056444,A002857,2024-01-15,2024-02-13,62.64,64.38
P00056445,A002857,2024-02-15,2024-02-11,50.0,50.56
P00056446,A002857,2024-03-15,2024-03-10,50.0,51.72
P00056447,A002857,2024-04-15,2024-04-10,59.4,61.69
P00056448,A002857,2024-05-15,2024-05-12,50.0,51.64
P00056449,A002857,2024-06-15,2024-06-13,74.38,77.2
P00056450,A002857,2024-07-15,2024-07-15,80.92,81.35
P00056451,A002857,2024-08-15,2024-08-15,50.0,32.55
P00056452,A002857,2024-09-15,2024-09-13,78.32,77.28
P00056453,A002857,2024-10-15,2024-11-19,50.0,19.01
P00056454,A002857,2024-11-15,2024-11-11,50.0,49.92
P00056455,A002857,2024-12-15,2025-01-02,50.0,50.83
P00056456,A002857,2025-01-15,2025-01-15,62.83,62.9
P00056457,A002857,2025-02-15,2025-02-13,70.63,69.22
P00056458,A002857,2025-03-15,2025-03-15,57.62,59.15
P00056459,A002857,2025-04-15,2025-04-14,50.4,49.97
P00056460,A002857,2025-05-15,2025-05-15,74.24,77.66
P00056461,A002857,2025-06-15,2025-06-14,50.0,50.69
P00056462,A002857,2025-07-15,2025-07-15,50.0,49.06
P00056463,A002857,2025-08-15,2025-08-24,50.0,50.05
P00056464,A002857,2025-09-15,2025-09-13,50.0,49.6
P00056465,A002857,2025-10-15,2025-10-10,78.53,36.81
P00056466,A002857,2025-11-15,2025-11-10,53.43,36.58
P00056467,A002857,2025-12-15,2025-12-13,50.0,49.43
P00056468,A002858,2024-11-15,2024-11-13,366.38,375.13
P00056469,A002858,2024-12-15,2024-12-13,513.26,510.16
P00056470,A002858,2025-01-15,2025-01-11,516.46,536.3
P00056471,A002858,2025-02-15,2025-03-30,148.23,150.99
P00056472,A002858,2025-03-15,2025-03-11,339.34,332.84
P00056473,A002858,2025-04-15,2025-04-10,468.72,477.01
P00056474,A002858,2025-05-15,2025-05-14,381.92,384.8
P00056475,A002858,2025-06-15,2025-06-13,511.04,529.7
P00056476,A002858,2025-07-15,2025-07-11,260.33,270.73
P00056477,A002858,2025-08-15,2025-08-17,257.41,265.4
P00056478,A002858,2025-09-15,2025-09-15,183.93,183.58
P00056479,A002858,2025-10-15,2025-10-11,253.59,263.03
P00056480,A002858,2025-11-15,2025-11-13,265.08,274.84
P00056481,A002858,2025-12-15,2025-12-12,276.42,278.02
P00056482,A002859,2024-01-15,2024-02-07,379.7,389.93
P00056483,A002859,2024-02-15,2024-03-02,713.32,732.1
